"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"113","Oman","37.55","37.47","39.34","41.08","40.6","39.4","39.99","40.9","42.75","44.55","48.2","51.3","53.78","52.71","57.76","60.46","62.2","64.83","68.18","68.18","70.02"
"114","Pakistan","101.16","104.77","109.05","111.16","114.75","120.56","129.11","139.73","148.08","154.99","157.51","162.01","164.75","169.26","175.04","183","191.45","200.5","211.18","222.82","235.75"
"115","Panama","15.09","15.75","16.17","16.27","16.67","17.3","18.64","19.89","21.6","24.19","26.61","26.96","28.46","31.72","34.76","37.13","38.94","41.16","43.33","45.88","47.48"
"116","Papua New Guinea","9.52","9.7","9.37","9.44","9.4","9.6","9.82","10.47","11","11.86","11.78","12.67","13.85","14.04","14.69","15.19","17.38","18.92","19.81","20.52","20.27"
"117","Paraguay","19.32","18.98","18.65","18.45","18.39","19.19","19.97","20.41","21.41","22.46","24.03","23.94","26.55","27.69","27.53","29.92","31.35","32.18","33.59","35.23","36.5"
"118","Peru","79.05","80.35","82.53","83.17","87.7","91.37","95.87","101.98","109.8","119.1","129.81","130.52","141.09","149.99","159.22","168.65","172.74","178.39","185.29","190.02","197.61"
"119","Philippines","111.69","115.16","120.09","124.21","128.52","134.63","143.41","150.08","158.15","168.63","175.54","177.53","191.34","198.09","211.23","225.99","239.52","253.87","271.97","289.44","306.61"
"120","Poland","261.52","274.78","289.33","294.74","299.3","311.27","328.73","338.23","357.6","384.67","403.19","414.52","427.32","452.66","461.04","467.62","485.73","504.22","519.56","545.38","573.87"
"121","Portugal","178.42","188.11","195.45","199.89","202.07","199.53","206.14","208.19","210.86","217.48","221.13","213.38","219","213.04","206.04","205.04","205.18","208.35","213.52","219.15","224.83"
"122","Puerto Rico","80.73","85.57","87.2","93.67","94.35","95.75","104.93","101.64","100.47","97.28","98.21","95.6","94.17","96.07","93.49","93.77","93.2","90.71","90.14","88.23","84.89"
"123","Qatar","NA","NA","33.63","35.01","37.44","38.67","46.41","49.91","63.31","74.98","88.51","99.42","119.52","135.79","142.05","148.19","154.1","159.49","162.99","165.27","168.25"
"124","Romania","93.18","93.83","96.58","101.56","106.52","109.35","121.83","127.02","137.41","148.84","162.41","152.96","146.73","149.73","153.12","159.99","165.18","171.16","179.2","192.54","199.51"
"125","Russian Federation","685.5","724.66","793.93","835.85","868.11","931.15","1009.56","1069.65","1163.19","1280.59","1342.73","1243.9","1284.39","1368.9","1431.22","1462.52","1470.44","1432.65","1433.36","1467.9","1501.44"
"126","Rwanda","2.23","2.34","2.53","2.75","3.12","3.2","3.44","3.76","4.18","4.5","5","5.32","5.72","6.16","6.69","7.02","7.46","8.11","8.59","9.14","9.92"
"127","Saudi Arabia","343.8","331.19","348.09","344.7","333.99","369.49","399.65","420.97","431.78","438.74","464","453.79","477.12","526.28","554.56","570.95","593.93","613.98","626.2","618.24","633.71"
"128","Senegal","9.45","10.08","10.41","10.86","10.9","11.67","12.33","13.03","13.38","14","14.57","14.91","15.47","15.67","16.47","16.99","18.09","19.17","20.39","21.8","23.33"
"129","Serbia","22.67","20.19","21.7","22.8","24.32","25.26","27.51","30.26","31.83","34.18","35.99","34.91","34.95","35.52","35.76","36.85","36.7","36.91","38.41","39.26","40.88"
"130","Seychelles","0.76","0.77","0.78","0.76","0.77","0.72","0.7","0.76","0.83","0.92","0.89","0.88","0.94","1.01","1.02","1.09","1.14","1.2","1.25","1.3","1.35"
"131","Sierra Leone","1.23","1.21","1.29","1.22","1.55","1.69","1.79","1.89","1.98","2.13","2.25","2.33","2.46","2.61","3.01","3.64","3.81","3.01","3.19","3.33","3.45"
"132","Singapore","106.78","112.4","122.88","122.23","127.69","134.92","148.53","159.69","172.37","190.1","194.63","194.24","224.37","237.7","247.44","258.88","270.4","277.21","288.59","298.67","306.55"
"133","Slovakia","48.23","48.42","49.38","51.08","53.2","56.3","59.66","62.98","68.37","76.65","81.44","76.59","81.14","83.57","85.81","86.47","89.5","93.3","95.66","98.72","102.48"
"134","Slovenia","28.94","30.61","32.18","33.59","34.7","35.92","37.91","39.32","41.75","45.43","46.97","43.22","44.04","44.25","43.24","42.66","44.31","45.01","46.52","49.04","50.27"
"135","Solomon Islands","0.6","0.6","0.51","0.47","0.46","0.49","0.51","0.54","0.58","0.62","0.66","0.63","0.67","0.76","0.79","0.82","0.84","0.86","0.89","0.92","0.96"
"136","South Africa","230.66","237.31","246.58","253.74","263.12","270.51","282.14","296.84","312.68","330.21","338.99","333.95","343.6","355.92","363.81","372.97","378.86","383.27","384.8","390.61","394.7"
"137","South Korea","544.17","599.74","649.15","674.66","727.4","747.46","788.21","818.7","861.44","910.66","937.05","941.12","1006.11","1041.29","1066.08","1092.04","1128.65","1163.06","1195.36","1232.59","1263.64"
"138","Spain","943.44","989.83","1044.78","1092.25","1122.88","1159.36","1198.56","1249.03","1299.86","1352.61","1373.95","1319.81","1331.73","1311.93","1274.54","1264.45","1280.16","1320.63","1362.94","1404.45","1439.34"
"139","Sri Lanka","29.99","31.22","32.99","32.48","33.82","35.72","37.61","39.85","42.94","45.71","48.38","50.05","54.04","58.29","63.54","65.8","68.84","72.63","75.51","77.77","80.21"
"140","Suriname","2.54","2.5","2.53","2.66","2.76","2.92","3.18","3.3","3.49","3.65","3.83","3.96","4.15","4.42","4.48","4.64","4.64","4.44","4.19","4.27","4.3"
"141","Sweden","327.04","342.82","361.64","375.01","381.57","388.79","411.35","423.25","438.82","460.77","461.77","440.48","466.9","481.99","486.08","489.21","498.96","527.7","542.23","554.04","561.24"
"142","Switzerland","420.65","427.4","448.88","456.97","459.47","458.74","476.62","492.76","510.82","536.67","546.46","532.01","552.73","561.27","566.93","577.33","595.83","601.53","612.97","628.2","642.84"
"143","Tajikistan","2.12","2.2","2.39","2.63","2.93","3.26","3.59","3.84","4.09","4.39","4.74","4.98","5.3","5.67","6.11","6.57","6.96","7.36","7.87","8.47","9.14"
"144","Tanzania","15.15","15.98","16.67","17.61","18.89","20.18","21.66","23.28","24.83","26.47","28","29.45","31.29","33.58","35.01","37.43","40","42.38","45.34","48.57","51.23"
