"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"138","Spain","96.893","96.785","98.651","96.335","97.693","97.495","97.143","93.702","98.518","95.926","88.37","88.176","78.831","86.79","82.465","73.72","76.518","87.703","88.642","88.451","88.964"
"139","Sri Lanka","0.762","0.832","0.959","0.937","0.909","1.057","1.171","1.326","1.468","1.699","1.894","2.022","2.213","2.628","2.939","3.035","3.309","3.033","3.497","3.891","4.123"
"140","Suriname","0.119","0.116","0.128","0.105","0.1","0.115","0.113","0.124","0.142","0.171","0.15","0.146","0.156","0.14","0.197","0.178","0.184","0.212","0.193","0.193","0.236"
"141","Sweden","33.683","33.531","33.216","25.639","27.843","29.787","25.433","26.289","31.481","25.764","23.618","24.361","26.576","26.716","19.479","21.915","26.213","20.721","19.405","21.14","26.773"
"142","Switzerland","38.984","40.014","36.984","35.213","33.542","34.402","30.21","29.852","32.687","29.282","31.643","33.228","29.437","30.896","31.131","31.771","28.333","30.972","30.376","26.692","30.124"
"143","Tajikistan","0.094","0.1","0.112","0.116","0.123","0.131","0.148","0.151","0.181","0.201","0.228","0.213","0.233","0.275","0.264","0.303","0.322","0.347","0.372","0.411","0.387"
"144","Tanzania","0.276","0.202","0.239","0.319","0.297","0.292","0.313","0.328","0.319","0.399","0.397","0.453","0.479","0.573","0.614","0.618","0.618","0.71","0.752","0.642","0.671"
"145","Thailand","6.251","6.383","6.927","6.655","7.515","7.571","9.114","9.355","9.746","11.207","10.801","10.897","12.166","12.373","13.463","14.734","14.774","14.798","17.19","17.622","20.388"
"146","The Gambia","0.018","0.035","0.036","0.034","0.035","0.039","0.045","0.043","0.041","0.045","0.046","0.045","0.047","0.04","0.045","0.041","0.043","0.047","0.047","0.053","0.054"
"147","Togo","0.098","0.087","0.097","0.084","0.085","0.083","0.092","0.088","0.088","0.095","0.102","0.099","0.109","0.113","0.12","0.116","0.123","0.147","0.153","0.16","0.164"
"148","Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
