"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"141","Sweden","NA","4.7","5.32","3.47","1.45","1.5","5.32","2.34","3.04","4.28","-0.53","-5.37","5.1","2.33","-0.05","-0.29","1.01","4.73","1.75","1.2","0.39"
"142","Switzerland","NA","1.08","4.47","1.26","0.01","-0.71","3.27","2.7","2.92","4.25","0.97","-3.53","2.87","0.46","-0.12","0.67","2.02","-0.18","0.8","1.41","1.15"
"143","Tajikistan","NA","2.1","6.87","8.21","9.48","9.27","8.09","4.84","4.25","4.98","5.54","2.6","3.88","4.43","5.23","5","3.43","3.23","4.4","5.09","7.33"
"144","Tanzania","NA","2.66","1.54","2.84","4.45","4.05","4.55","4.69","3.88","3.81","3","2.4","3.42","4.43","1.42","4","3.96","3.09","4.13","4.3","2.99"
"145","Thailand","NA","3.84","3.59","2.79","5.08","6.63","4.93","3.42","4.25","4.35","1.17","-1.41","6.65","0.16","6.45","1.36","0.22","2.83","2.48","3.78","4.6"
"146","The Gambia","NA","78.24","3.34","3.06","-5.93","3.86","4.26","-4.98","-2.67","-0.29","3.55","3.88","2.74","-10.7","2.2","0.63","-4.69","1.37","-0.68","1.87","3.53"
"147","Togo","NA","0.15","-3.82","-3.84","-3.46","2.13","-0.77","-1.55","1.77","-0.89","0.84","2.1","3.52","4.11","4.03","3.96","3.41","3.17","3.19","1.91","1.8"
"148","Tonga","NA","2.77","2.63","2.49","2.37","2.27","-0.64","-0.63","-0.61","-6.24","2.55","2.63","2.7","2.78","0.24","-2.28","3.36","6.08","3.23","3.12","0.09"
"149","Trinidad and Tobago","NA","8.04","5.32","3.17","8.25","16.38","9.25","5.19","12.73","-1.03","8.09","-5.63","0.73","0.48","0.01","2.39","-2.21","-2.5","-6.55","-2.39","4.8"
"150","Tunisia","NA","4.56","3.58","2.69","0.16","3.98","5.27","2.56","4.46","5.44","3.37","2.33","2.13","-2.43","3.04","2.01","1.6","0.38","0.28","1.16","1.53"
"151","Turkey","NA","-4.25","5.57","-6.91","4.95","4.68","8.52","7.8","5.5","3.53","-0.72","-6.3","6.98","9.33","3.49","7.34","3.81","4.65","2.07","6.59","2.33"
"152","Turkmenistan","NA","15.06","5.12","3.47","-1.28","1.31","3.83","13.43","9.99","9.81","14.97","7.92","7.7","13.05","10.44","8.9","8.92","5.55","5.45","5.22","4.1"
"153","Uganda","NA","4.86","-0.35","1.72","5.36","3.39","3.59","3.34","7.73","5.34","5.57","4.09","2.87","6.39","1.13","0.96","2.47","2.42","2.06","1.42","3.49"
"154","Ukraine","NA","0.1","7.09","11.07","5.67","10.99","14.74","2.91","8.94","9.22","3.81","-13.52","3.76","6.3","0.97","0.83","-4.7","-10.23","3.28","4.39","3.47"
"155","United Arab Emirates","NA","-2.49","5.24","-3.95","-2.72","2.99","4.29","0.26","5.94","-15.65","-17.32","-27.19","-1.63","4.62","2.47","3.56","3.26","3.66","2.07","-0.5","7.2"
"156","United Kingdom","NA","3.93","3.96","4.72","1.72","1.39","4.66","2.87","2.72","1.92","-1.36","-4.13","1.65","0.44","1.28","0.96","2.26","2.47","0.9","1.51","0.73"
"157","United States","NA","4.42","3.1","0.57","0.57","2.54","3.51","2.18","2.46","0.74","-0.68","-3.33","2.41","-0.13","2.02","1.19","1.79","2.17","1.21","1.77","1.89"
"158","Uruguay","NA","-3.58","-1.45","-3.66","-7.81","1.05","5.13","7.49","3.15","5.96","7.34","3.03","8.51","4.2","4.17","4.01","3.52","0.54","0.95","2.7","1.45"
"159","Uzbekistan","NA","2.91","2.09","3.11","1.97","4","7.02","6.99","5.65","9.02","8.07","8.9","6.6","5.18","6.6","6.73","5.76","6.48","5.22","2.92","4.01"
"160","Vanuatu","NA","-2.53","3.4","-6.35","-6.5","1.47","1.32","3.08","4.58","2.49","3.87","0.59","-0.87","-0.83","-0.8","0.6","0.57","-2.07","1.89","1.77","3.12"
"161","Venezuela","NA","-7.6","1.78","1.2","-10.35","-9.57","16.81","7.84","7.83","6.32","3.28","-4.81","-3.43","2.63","3.7","-0.01","-5.38","-7.74","-18.41","-16.94","-11.13"
"162","Vietnam","NA","27.48","5.08","4.65","4.51","5.63","5.51","6.13","5.79","5.43","4.18","3.97","4.65","5","4.45","4.02","4.56","5.26","4.2","6.11","5.81"
"163","Yemen","NA","0.64","3.02","1.06","1.03","0.33","1","2.32","0.03","-0.07","0.35","0.61","5.27","-15.21","-0.4","1.18","-2.46","-17.91","-15.55","-8.5","-4.21"
"164","Zambia","NA","2.65","1.09","2.21","1.99","3.79","3.88","3.6","4.55","4.51","4.18","5.47","6.54","1.76","3.78","1.63","1.18","-0.51","0.37","0.25","1.88"
"165","Zimbabwe","NA","-1.87","-3.83","0.15","-9.18","-17.41","-6.33","-7.03","-4.06","-4.81","-18.49","11.06","17.97","12.02","15.03","0.32","0.46","-0.06","-0.82","3.12","5.55"
